TableName,CumulativeShare
Ledgerjournaltranstaxextensionin,0.0001295207591169
Inventonhandstoragereportline,0.0001293460577948
Ecoresproductbarcodeassociation,0.0001272474300059
Retailtransactionaddresstrans,0.0001265688758103
Whstmpworklinehistory,0.0001238701795512
Custpackingslipsaleslink,0.0001227817877098
Taxdoccomponenttranstaxtranslink,0.0001225277160155
Subledgerjournalaccentrylinerelieving,0.0001220253073237
Whsworklinecyclecount,0.0001206799451914
Prodcalctrans,0.0001201273862756
Tamvendrebatetrans,0.0001194369525993
Whsshipmenttable,0.0001190202742203
Bomcalctable,0.0001124381268797
Prodjournalbom,0.0001089929579948
CustinvoicetransIn,0.0001066916059045
Custconfirmsaleslink,0.000106340500806
Custinvoicetranstaxextensionin,0.0001053030836102
Inventtransoriginjournaltransreceipt,0.0001013196790039
Mcrsalestable,0.0001012217753087
CustinvoicetransW,0.000101188960935
CusttransIn,9.722406915506614e-05
Inventdistinctproductdefaultsalessetup,9.71019676707661e-05
Ledgercov,9.61978628250319e-05
Vendpackingslippurchlink,9.560703066679408e-05
Whsjourloadtable,9.07581624473149e-05
Assettransvendinvoicetrans,8.90522479789927e-05
Vendpackingslipversion,8.777998043279295e-05
Purchpurchaseorderheader,8.542951177978578e-05
Salesinvoicetmp,8.48464956739551e-05
Retailtransactionsafetendertrans,8.467432624094371e-05
Vendtransopen,8.378913678657834e-05
Retailpackagelines,8.359280719886486e-05
Custinvoicetable,8.330680747621165e-05
Purchtotalssummary,8.273555650981479e-05
Custinvoicebackorderline,8.154029682908836e-05
Retaillogfiscaltransaction,7.970020033611517e-05
Custvendexternalitem,7.918843512808524e-05
Vendinvoicematching,7.566087276017281e-05
Whsworkcreatehistory,7.47398636851394e-05
Whswavelabelhistory,7.456041946840065e-05
Retailbuyerspushlineqty,7.244824386562227e-05
Prodbom,7.094521600059659e-05
Assettrans,7.045786665811343e-05
Retailpackagepurch,6.935465472375088e-05
Retailcouponusage,6.879335469555178e-05
Bom,6.860535927027207e-05
Spectrans,6.443658427002641e-05
Vendinvoicedocumenttmp,6.409399412117482e-05
Retailtransactionbankedtendertrans,6.322739795146331e-05
Prodtablejour,6.242345399304446e-05
Custpackingslipversion,6.135690193099068e-05
Retailtransactionorderstatus,6.015351143442433e-05
Whswaveexecutionhistory,5.966770120766308e-05
Mcrsalesparmline,5.85350269897253e-05
Jmgstampjournaltrans,5.780312392619863e-05
Taxtransgeneraljournalaccountentryhistory,5.704358702703792e-05
Inventitemlocationcountingstatus,5.601965580587313e-05
Whsuomstructure,5.4623959982555134e-05
VendinvoicejourW,5.426104249691885e-05
Purchpackingslipheadertmp,5.412373096240913e-05
Purchlineforeigntradecategory,5.405326176576735e-05
SaleslineIntrastat,5.362656351621803e-05
VendinvoicejourIntrastat,5.206271185760312e-05
Retailassortmentproductline,5.151966558559469e-05
Retailtransactionchargetaxtrans,5.120235439282294e-05
Whsinventorytransactionarchive,5.070892676221168e-05
Mcrsalestableshipping,4.761674453112913e-05
Inventclosingnonfinancialinventtrans,4.713181670120056e-05
Projbudgetlinedetail,4.644849792006326e-05
Mcrinventtableindex,4.6311766612856215e-05
Reqtranscov,4.607385310778071e-05
Whsworkexceptionlog,4.48643691320239e-05
Taxtranshistory,4.348511982266507e-05
Projtransposting,4.3340992635661705e-05
Wmsshipment,4.2642733257322295e-05
Inventitempricesim,4.2467486547100615e-05
Salesshippingstat,4.236494173297479e-05
Bankstmtisoreportentry,4.181813646862989e-05
VendinvoiceinfotableRu,4.109359017859765e-05
Bankreconciliationhistorydetails,4.0971955242442666e-05
SalesparmlineIn,4.013227728007161e-05
Prodindirecttrans,3.897197009615393e-05
EinvoicejourMx,3.879772344053068e-05
Reqpo,3.856636011454587e-05
Inventbatch,3.855685328392888e-05
LedgerjournaltransW,3.8093761073683326e-05
Retailtransactioncashmanagementtrans,3.795084123649727e-05
Salespackingslipheadertmp,3.78444018534746e-05
LedgerjournaltransAsset,3.735069990205133e-05
Whscontainertrans,3.672668170238547e-05
VendpackingslipjourIntrastat,3.657558453602253e-05
Retailxzreporttable,3.652881344427899e-05
Bankreconciliationmatchingitem,3.622129758333086e-05
Whslicenseplatelabel,3.604829619977075e-05
Retailfiscaltranssalestransadjustment,3.5989800464293547e-05
Whshistory,3.555430017737955e-05
Pdscustsellabledays,3.5219332344736336e-05
InventtransferlineIn,3.476140141594328e-05
Wmsjournaltable,3.405318141190529e-05
Inventcosttranssum,3.389675830242891e-05
Emitemsadditionalfields,3.384871831359218e-05
EinvoicehistMx,3.27786330082501e-05
Taxdocumentmeasuresourcedocumentline,3.275106499590641e-05
Jmgtermreg,3.262790332836054e-05
Custinvoiceline,3.248112925643662e-05
Wmspickingroutelink,3.228996737085718e-05
Inventsumdatetrans,3.223893408461204e-05
Salespackingsliptrackinginformation,3.193313880061219e-05
Custtranscashdisc,3.183486310465056e-05
Whswaveline,3.159992167973669e-05
InventjournaltransTag,3.089476478323213e-05
CustinvoicejourPl,3.078614390758951e-05
Retaileodtransactionsafetendertrans,3.0640733832740415e-05
Tradepackingsliptranschain,3.00440640343047e-05
Ledgerconsolidatehistref,2.961823589134732e-05
Prodparmstartup,2.9370390541768184e-05
Prodparmscheduling,2.91484761360049e-05
TaxreportlinestaxtransEs,2.9026972296869427e-05
Whsdimtracking,2.8819298976932905e-05
Mcrsaleslinedropshipment,2.803345119025357e-05
Taxdoccomplinesourcedocline,2.7901654858283173e-05
Markuptranshistory,2.776949579340244e-05
PurchtableW,2.729954073523267e-05
Retailinfocodeline,2.687193906605122e-05
Prodparmcostestimation,2.6817067186054383e-05
Whsmixedlicenseplatereceiptline,2.6592064946202644e-05
Fulfillmentplaninputline,2.62637990091586e-05
Wmsbilloflading,2.6149919432111e-05
Domresults,2.596234792862633e-05
Prodroutetrans,2.582429652559669e-05
Purchaseorderresponseline,2.561553007207237e-05
Purchlineforeigntradecategoryhistory,2.5335446168495352e-05
Salesquotationline,2.5286008945387157e-05
Custinteresttrans,2.4975563616377687e-05
Bankcodaaccountstatementlines,2.4715016225899008e-05
Intercompanypurchsalesreference,2.45645400099256e-05
Pdsrebatetable,2.451170719286576e-05
Whsasnitemreceipt,2.4467015638368172e-05
Budgettransactionline,2.439887076518075e-05
Agreementlinereleasedline,2.420809049391028e-05
Inventitemgtin,2.414034079813752e-05
Salespackingslipdetailstmp,2.3752807809884765e-05
Intercompanyinventdim,2.3520452319089032e-05
Retailinventavailability,2.3430495957639887e-05
Prodjournaltable,2.340139508359934e-05
Retaileodstatementworkingtable,2.285938208382167e-05
Mcrpricehistory,2.280272967972221e-05
Costentrytable,2.2584345623268116e-05
Retailtransactionincomeexpensetrans,2.2564610665183344e-05
Prodparmrelease,2.1970995015132857e-05
Vendinvoiceinfolinequantities,2.1888769552618503e-05
Inventjournaltranstaxextensionin,2.1871229414856545e-05
Suppitemtable,2.1551139926340704e-05
Purchreqline,2.106770545923651e-05
Vendtranscashdisc,2.0888485001212145e-05
Intercompanyinventsum,2.077771784738176e-05
Electronicmessageitemslog,2.0495080999112917e-05
Retaileodtransactionbankedtendertrans,2.0424027724254268e-05
Inventtransoriginprodbom,2.022758359647597e-05
Whsinventoryitemsetelement,2.0201416173112968e-05
Electronicmessageitems,2.001904134268792e-05
Whswavelabel,1.958033421493441e-05
Retailgiftcardtransactions,1.9579962909489696e-05
Wmsbillofladingorder,1.9430940790401968e-05
Reqdemplanaggregatedforecast,1.929813673456764e-05
Retailprepaymenttrans,1.911642583010567e-05
Retailtransactionvalidationerror,1.9106505959492168e-05
Jmgtimecardtrans,1.90513761299376e-05
Ledgertranssettlementwork,1.887835678410292e-05
CustinvoicejourIntrastat,1.881662770827495e-05
Projinvoiceitem,1.8717897330006263e-05
Retailbuyerspushline,1.869507559221324e-05
CustvendtranspostinglogRu,1.857635544752001e-05
Projitemtrans,1.846971994108719e-05
Tmssalestable,1.818481691319149e-05
Agreementline,1.811520761956153e-05
Projpostedtranstable,1.810066457714241e-05
CustinvoicejourOfficials,1.744166023925279e-05
Budgetsource,1.734521579076688e-05
Retailcreditcardauthtrans,1.710995931105925e-05
Retailinfocodelinev2,1.6962644730064575e-05
Retailstatementtable,1.6937590202469546e-05
Smmactivityparentlinktable,1.6855816413609945e-05
Prodtable,1.6602747849651866e-05
Sourcedocumentlinerelieving,1.6129316269761178e-05
Purchreqlinehistory,1.6076940638564882e-05
Custquotationtrans,1.5501527675452215e-05
Saleslinehistory,1.51641181029928e-05
Inventitemcostgrouprollupsim,1.5144952044861836e-05
Budgetsourcetrackingdetail,1.48675769332675e-05
Tampromotionitem,1.4158605853038511e-05
Taxwithholdtrans,1.4129746225926058e-05
Pdsrebatetrans,1.4000908472107158e-05
InventtransferparmlineIn,1.3888355465041675e-05
Mcrreturnsalestable,1.3848627432779704e-05
Wrkctrcapres,1.3614014739408814e-05
Whslicenseplatereceivinghistory,1.34534014149136e-05
Prodjournalroute,1.3409491941711684e-05
PurchparmlineIn,1.301842643649709e-05
Fulfillmentplanfulfillmentline,1.289994876273596e-05
Prodjournalprod,1.276382632373258e-05
Itmcostallocatetrans,1.2623074603643442e-05
VendinvoiceinfotableW,1.2438943241948215e-05
Assetbook,1.2333538839462845e-05
PurchlineIn,1.212457796998235e-05
Whsworkquarantine,1.201676079034661e-05
Commissiontrans,1.1947586592911271e-05
Inventdimcleanup,1.1651183664954762e-05
Ledgercovdocument,1.16189927347872e-05
Whsreceiptdetails,1.1550959831664738e-05
Prodroute,1.1529583697399248e-05
Prodparmreportfinished,1.151584839318194e-05
Inventcosttmptransbreakdown,1.1341041636861616e-05
Salesorderlinetotals,1.098331686951494e-05
Purchaseorderresponseversion,1.0901808067452764e-05
Custassignedinvoicenumbers,1.063842739440921e-05
Taxreportlines,1.051881436614656e-05
InventtransferjourlineIn,1.0513227218126724e-05
Mcrhistsalesline,1.0365039251951222e-05
Whsplannedworkorderline,1.036049530110309e-05
Whsuomstructurereceipt,1.0338450418542983e-05
PurchlinehistoryIn,1.0139454029151892e-05
Trvexptrans,1.009520493576594e-05
Reqdecouplingpointhistory,1.0020999359267746e-05
Costeventtable,9.9499585945961e-06
TaxtranshistoryReporting,9.806247095624908e-06
Retaileodtransactionincomeexpensetrans,9.751039468469116e-06
Prodparmhistoricalcost,9.747454542669303e-06
Bomversion,9.608299126434533e-06
Projitemtranscost,9.556519968559235e-06
Whsinventtransorigincontainerfrom,9.487532799044634e-06
Whsinventtransorigincontainerto,9.482596568636149e-06
Whsworkusersessionstate,9.197234157861177e-06
Whsloadtablevendpackingslipjour,9.11771596098104e-06
Salesquotationparmline,9.087083064560351e-06
Reqdemplanforecast,9.05341070442554e-06
Purchaseorderresponselinehistory,8.838261403374428e-06
EinvoiceIn,8.43668568963552e-06
Vendinvoicetotallastvalue,8.340678781056297e-06
Retailspecialcategorymember,8.234940783320158e-06
Retaildlvmodeproductline,8.077518955464568e-06
Tradepackingslipjourchain,8.07487613701994e-06
Projproposalitem,8.038129965901746e-06
Ledgerentryjournalizing,8.022568901306112e-06
TaxwithholduncommittedIn,8.000789654144099e-06
Mcrpricediscgroupitem,7.973843236339635e-06
Salesconfirmheadertmp,7.906114748646e-06
Salesbundleparentrelationship,7.854562474205706e-06
Assettable,7.72275490617548e-06
Projitemtranssale,7.694565229494351e-06
Salesquotationheadertmp,7.514351015206947e-06
VendtransW,7.5133711449327165e-06
Retailperiodicdiscount,7.464591004751655e-06
Retailsalespriceadjustmentline,7.447683427729693e-06
Wmheoutboundqueue,7.442858867920447e-06
Ledgerjournalvoucherchanged,7.284477541044241e-06
Reqprocesstransfilter,7.1972483678434814e-06
Purchconfirmationrequestjour,7.157621598598099e-06
Retailcreditvouchertable,6.945122945757542e-06
Retailpricingsimulatorsalesline,6.918350117561186e-06
Retailtransactioncustomeraccountdeposittrans,6.846741636427118e-06
Whsinventtransoriginquarantineto,6.821999236884558e-06
Whsinventtransoriginquarantinefrom,6.791255007838943e-06
Prodroutejob,6.755303716109921e-06
Tmsapportionedvalue,6.697474740376163e-06
Costcontroltranscommittedcost,6.651582397778579e-06
Retailkitorderjournal,6.644433921678534e-06
Retailtransactionpaymentrefundableamounts,6.603143420439149e-06
Chargeoverridehistory,6.491825697839154e-06
Purchpurchaseordertmp,6.353050284398678e-06
Vendpackingsliptranshistory,6.314385672440145e-06
Retaildiscountpricegroup,6.235901509902091e-06
Bankchequepaymtrans,6.23119685114441e-06
Budgetcheckresulterrorwarningdetail,6.188018725103038e-06
CustinvoicejourFr,6.182634732662047e-06
VendinvoiceinfolinetaxextensionIn,6.095020475260565e-06
Inventsumdelta,6.090073434113962e-06
Whswaveallocationprocessinglog,6.052048899222703e-06
Budgetsourcetracking,6.007236057165079e-06
Salesjournalautosummary,5.9959921540396335e-06
VendinvoicetransIntrastat,5.989017980853414e-06
Agreementlinereleasedlinehistory,5.918831994296142e-06
Vendinvoicetranstaxextensionin,5.913408933762903e-06
Itmlinecosttranslink,5.913048231123219e-06
Mcrhistsalestable,5.911539570579425e-06
Mcrholdcodetrans,5.875994416841235e-06
VendinvoicetransIn,5.858924933360361e-06
Projectaccountingdistribution,5.781545415101053e-06
Bomtable,5.759124182659384e-06
Projinvoiceitemdetail,5.723907775588594e-06
Salesquotationtable,5.7194942859807375e-06
Custassignedinvoicenumberstempdata,5.663933964919797e-06
Routeversion,5.535497565866672e-06
Extcodevaluetable,5.485753697031342e-06
Ltmpurchparmtablejour,5.4849398283021306e-06
Salesordertotals,5.347736887823367e-06
Retailreturnedquantities,5.343604675020511e-06
Businessdocumentsubmission,5.315511510815604e-06
Custcollectionlettertrans,5.305288299968936e-06
Purchaseorderresponseheader,5.292293078582119e-06
Whsmixedlicenseplatereceipt,5.285067184563578e-06
Wrkctrprodrouteactivity,5.21812601893204e-06
Inventtransoriginownershipchangejournaltranspurchlinelink,5.183740020682416e-06
Tamrebatetable,5.161850663404758e-06
Reqdemplanaggregatedforecasthistorybymodel,5.151182054264229e-06
Prodparmbomcalc,5.034804282735894e-06
Payrollpaystatementline,5.030018028874363e-06
Inventtransarchivehistory,5.009668281032372e-06
Whsloadtablecustpackingslipjour,4.992542856607918e-06
Whscontainerizationhistory,4.911314226836296e-06
Taxtranssubledgerjournalaccountentry,4.85784419414752e-06
CustinvoicetransIntrastat,4.761248175237762e-06
GeneraljournalentryW,4.716444945169595e-06
Purchreqbusjustification,4.572387394781162e-06
Consignmentreplenishmentorderline,4.495245207232804e-06
Inventdimupgradehashcode,4.401548503428925e-06
Sourcedocumentlinerelievingamount,4.384384108778069e-06
Itmline,4.3671623561495146e-06
Purchpackingsliptmp,4.279243799985392e-06
Itmcosttrans,4.25508259160064e-06
TaxwithholdtransIn,4.239917256460993e-06
Tmsroutesegmentcontainer,4.203729209690093e-06
Inventtrackingregistertrans,4.193504869627235e-06
Budgetplanline,4.177652223082553e-06
Routeopr,4.176913239595863e-06
Jmgjobtable,4.17457687237567e-06
Custinterestjour,4.137080325550766e-06
Projempltrans,4.051487321351322e-06
Purchreqbusjustificationhistory,4.051221093476786e-06
Projproposalitemdetail,4.029776413868643e-06
Retailsaleslinehistory,3.886212842783075e-06
Whsworkusererrorlog,3.813442417919418e-06
Tamrebateclaimedtrans,3.727289746825806e-06
WmspickinglistOrderpicktmp,3.698910532788198e-06
Inventquarantineorder,3.671317949141752e-06
Caselog,3.650397314544172e-06
Retailstatementline,3.6408539870194985e-06
Jmgstamptrans,3.5784007878900782e-06
Assetdisposalparameters,3.552345051756537e-06
Inventtransferrequestedlicenseplate,3.5484785719186744e-06
Projtable,3.5345200958055977e-06
Retailtransactionorderinvoicetrans,3.4394296990920817e-06
Bomcalciteminventorydimensiontask,3.38972130229124e-06
Custvendprocessedpayment,3.37785572029076e-06
VendinvoicetransW,3.328167187854032e-06
Retailsalesquotationline,3.3132579966533536e-06
Retailposbatchaccounttrans,3.220084542643293e-06
PurchlineW,3.1740792061926127e-06
Payrollearningstatementline,3.1630830798250672e-06
Inventtransoriginarchive,2.9819095099222324e-06
Consignmentproductreceiptjournalline,2.9593688083717944e-06
RetailcustomerorderlineW,2.949835425806324e-06
Purchreqtablehistory,2.8756503829333503e-06
Whsinventreservedelta,2.8648095287522715e-06
Retailposbatchtaxtrans,2.8436858768325296e-06
Inventtransoriginsalesquotationline,2.831367714354296e-06
Inventparmquarantineorder,2.8302183688345046e-06
Mcrsaleslinehistory,2.799597920088028e-06
CustpackingsliptransIntrastat,2.783621226739976e-06
Whsinventbatchreceiptdetails,2.759761903278196e-06
Intrastat,2.729333749946817e-06
Whsworkclusterline,2.7186159146511003e-06
VendtransIn,2.7142846681830814e-06
Consignmentdraftreplenishmentorderjournalline,2.697444082098738e-06
Bankpaymadvicevendtmp,2.6852027326397177e-06
Custvendcreditinvoicingjour,2.682486638131036e-06
Markupmatchingtrans,2.66407724973514e-06
Inventtransoriginprodtable,2.650049580309853e-06
Custdispute,2.607269413668466e-06
Salesbundleparent,2.592851270301596e-06
Payrollustaxtransactionhistory,2.572944510844375e-06
Budgetsourcetrackingrelievingdetail,2.526746171751431e-06
Inventblocking,2.525534083473358e-06
Inventqualityordertable,2.410650246308597e-06
GeneraljournalaccountentryzakatSa,2.3851173015085186e-06
Entassetworkorderlinechecklist,2.37935144760827e-06
Pmfcobyprodcalctrans,2.3660975134562664e-06
Trvpbsmaindata,2.343794948019808e-06
Mcrsaleslinepriceoverride,2.321783654869315e-06
Inventtransfercombinedlinedelivery,2.316718507705036e-06
Inventqualityorderlineresults,2.2787946749314072e-06
Custquotationjour,2.257784081647325e-06
Retailsalesquotationdiscountline,2.254381926598407e-06
Itminventtransphysestimatetrans,2.242578598093411e-06
Domiteminventlocation,2.240518326800501e-06
Whsreplenworklink,2.24047473124754e-06
Custvendcreditinvoicingtable,2.206890814024573e-06
Psaprojproposalproj,2.201197672532479e-06
Salesparmpackingsliptrackinginformation,2.195377411997918e-06
Inventqualityorderline,2.1828635818904534e-06
Salesinvoicelocalizationtmp,2.168339980694937e-06
Pdsbatchattributes,2.1313389200234844e-06
Statisticsoninvoicejour,2.0488570854527243e-06
Bankaccounttransreportingcurrencyamounts,2.0369746097743874e-06
Retailsalestablehistory,2.014980676855776e-06
Hierarchytreetable,2.014140596444311e-06
Purchaseorderresponseheaderhistory,2.006282202515611e-06
Reqdecouplingpointperiodsettings,1.998940908576883e-06
Whsworkusersession,1.997463600146864e-06
InventstatusreporttmpCn,1.9276267896610114e-06
Retaileodtransactionorderinvoicetrans,1.918288643523802e-06
Agreementlinehistory,1.891088258467812e-06
Retaillastinventtrans,1.883614102658096e-06
Whsmobiledeviceprotocolviolationexceptionlog,1.860502173820112e-06
Custquotationsaleslink,1.851575489978784e-06
Whsprodbompool,1.815983254154588e-06
Vendreceiptslisttrans,1.8044789777111796e-06
Whsplannedworkorder,1.80259774721711e-06
Tmspurchtable,1.801032016325321e-06
